No,Komentar,Label
1645,Alhamdulilah selamat ya bu risma semoga amanah ..WUJUD KANTI SELAMET 👃,p
1646,"RAKYAT TIDAK PAKAI MASKER DI DENDA, SEDANGKAN PEMIMPIN TIDAK PAKAI MASKER TIDAK DI DENDA HAHA LUCUNYA NEGERI INI!!",n
1647,"Siapapun menteri'nya yang penting jangan pada korupsi, apalagi korupsi bansos covid",p
1648,"Selamat ibu Tri Rismaharini semoga sanggup memikul amanah yang sangat berat itu mari kita do,a kan ibu Tri Rismaharini bisa menjadi pilihan terbaik BPK Jokowi demi kepentingan rakyat Indonesia.amiin",p
1649,Mantaappo bu rismaa😍😍😍,p
1650,Walaupun di ressufle kalau tdk profesional ya tetap amburadul,n
1651,"Pilihan top,smg amanah semua.",p
1652,indonesia maju? prett. utang banyakinn tuhh,n
1653,Buk risma👍,p
1654,Sungguh sangat setuju bu risma jadi mensos,p
1655,Duet kinerja Prabowo dengan Sandiaga Uno didalam kabinet Indonesia maju kita tunggu,p
1656,"TRH >Mensos : cocok
SSU >Menparekraf : Ok
.... > Menkes : Hah?
Y> Menag : Innaa Lillaahi Wa Innaa Ilaihir Raajiuun",n
1657,"Semoga Indonesia Semakin Maju.
Selamat Bekerja Para Menteri Kabinet Indonesia Maju.",p
1658,"Bu risma...
Surabaya bangga padamu...",p
1659,Kadrun pura-pura gak nonton🤭,n
1660,❤️❤️,n
1661,Menunggu ekonomi meroket  :v,n
1662,"Sikat semua mafia"" di kemensos b.risma...Selamat Bekerja",p
1663,"Cuma kurang satu Pak, bu Susi harusnya masuk lagi =(",n
1664,"Trennding pula wkwkwk mantullll 
I Love it",p
1665,Alhamdulullahh Gus Yaqut,p
1666,Saya yakin ia dg menteri agama yg baru ini PKI akan semakin merajalela dan permusuhan sesama saudara Muslim akan semakin marak. Buktikan kl Ndak percaya. Smakin arogan lah Banser agaknya.,n
1667,Kayaknya yang pas itu bu risma sama pak sandi ya ?,n
1668,Yess ..The best .. terima kasih pak Jokowi..,p
1669,"""Terlihat kalo Jokowi dikendalikan elite global.. buktinya menteri kesehatan dari orang perbankan.. sampai disini paham kan..""",n
1670,"Where is Bu Susi ? :""",n
1671,Knapa gak bu susi pudjiastuti mentri kkp... 🤦‍♂️🤦‍♂️,n
1672,👍🏾👍🏾semogah amanat,p
1673,Wow...,p
1674,Slmat yg di tnjuk mnjdi mntri...kadrun tmbah sakit..😂😂😂,p
1675,Very nice 😍💋 💝💖♥️❤️,p
1676,"Agak bingung menkes yang baru kok tanpa background kesehatan, tp semoga ini pilihan terbaik",n
1677,"alhamdulilah org"" hebat smua👍😇",p
1678,"Prabowo sama sandi dah jdi mentri.... apakah fadli zonk akan ikut"" an menjadi mentri....",n
1679,"Wkwkwk, the real koalisi Semua Senang, paslon sebelah yang kalah di seret ke kementrian",n
1680,"Mohon pada Allah,  mintak istighrah dalam mencari wakil wakilmu untuk indonesia,  sebab kita manusia penuh kelemahan.",p
1681,Kementrian kesehatan dipimpin oleh non dokter utk pertama kalinya... weird.,n
1682,2024 Pak Ganjar Setuju Like.,n
1683,Sukses bagi pa menteri yang baru diumumkan ..semoga dpat menajalan tugas dengan baik.,p
1684,"Semoga solid, Aamiiin....",p
1685,"Siapapun menterinya yg penting amanah dan jgn korupsi,,mensos yg lama kasusnya tetap hrs di kawal ya Pak,,jgn lupa""hukuman mati"".",p
1686,Wkwk naik pangkat nih ye risma,p
1687,Bu Risma akir nya jadi anggota kabinet,p
1688,"Rakyat Indonesia Ber-espektasi akan Kinerja, Pengabdian, Perjuangan dan Amanah Menteri terutama Menteri2 yang baru Presiden JOKO WIDODO bisa dan mampu Mengemban Tugas Negara demi Kemajuan, Kesejahteraan dan Keadilan Bangsa Rakyat INDONESIA",p
1689,Alhamdulillah selsmad buu..,p
1690,Menggunakan mahasiswa dan ank sekolah untuk pemilu dan org 2 lain tmn kamu semasa sekolah,p
1691,Bang sandi 😎👍👍👍,p
1692,Alhamdulillah calon menteri agama dari Nahdatul Ulama! mantap!,p
1693,"Yang d tungu"" bu risma pastinya",p
1694,"Wow keren 
Mudah""an Indonesia lebih maju
N korupsi hilang di Indonesia",p
1695,Selamat Bang Sandy. Pendukung Sandy Uno Like.,p
1696,Alhamdulillah setelah sekian lama akhirnya bisa lihat pak wakil tampil😇,p
1697,"Ayo dipilih kira2 siapa lagi yang akan tersangkut korupsi lagi, ayo dipilih2.",n
1698,Selamt buat fens sya bpak sandiaga uno 🤝👍👍👍,p
1699,Wadidawwww.....kursi2 yg menjanjikan!!!,n
1700,"Amin ya allah, bu risma menjadi menteri sosial .saya sebagai warga surabaya sangat bangga dgn kepemimpinan u.",p
1701,"Selamat bertugas gus yaqut, semoga amanah dlm mengemban tugasnya.",p
1702,AssaLamu`aLaikum wr.wb,p
1703,Alhamdulillah semoga amanah dan bisa membuat Indonesia lebih maju . Aamin yarabb,p
1704,"Setelah 2 periode mentri agama, yang ini baru yang saya Merasa Mateb Gus Yaqut JOSSSSSS",p
1705,"Kambing hitam squad, survive bung!",n
1706,lama amat resufle nya ~,n
1707,Kenapa kkpnya nggak Bu susi pak??,n
1708,Aku punya harapan besar sama BUK RISMA. Dan pak SANDI AGA Semoga dg Resafle ini indonesia punya gebrakan Baru...,p
1709,Ngg neko neko selagi tidak korupsi udah bersyukur alhamdulillah,p
1710,Semoga ada perubahan ke arah yg luebih baikk dr sblm nya aamiin🤲🤲,p
1711,"Goookkk MENKES anak FISIKA....M
Gooo Bu Rismaa....... masukin sampah orng2 manusia g berguna di kemensod",p
1712,Buy one get one :),n
1713,sehat selalu ibu risma♥️,p
1714,alhamdulillah mentri sosial di pegang oleh manusia hebat...,p
1715,"nhe pemerintah mau x apa sih,binggung,kok menteri x gonta ganti sana sini,bkin masyarakat indonesia binggung sama pemerintahan ini",n
1716,"Selamat buat pa sandiaga uno, semoga komodo ga jadi digusur.",p
1717,Alhamdulillah lawan di pilpres jadi menteri semua,p
1718,Nyonyor bagi makelar2 di bansos,n
1719,Prabowo sandi - jadi meteri. Jokowi-amin.. kerennnn uy. 😁,p
1720,"Yah kok ga Bu Susi lagi... 
Bu Susi jadi pengganti Pak De aja yaa..",n
1721,proficiat Bu Risma dan Pak Sandiaga U serta menteri baru lainnya. Semoga amanah,p
1722,Doa ku terkabul🙏 mentri kesehatan dan mentri agama di ganti...,p
1723,"Syukur Alhamdulillah
Semoga dimudahkan semuanya
Kedepannya semakin lebih baik
🤲🤲🤝🤝💪💪🇮🇩🇮🇩",p
1724,Mentri sosial masih PDIP yakin ga ad korupsi lagi.. semoga amanah. Jangan mau korupsi klo dipakasa partai ya,p
1725,Bu Risma The best❤️,p
1726,Bu risma mantap ❤️,p
1727,"Alhamdullilah bu risma jadi Mensos, cuma sedikit kecewa karena bu Susi gak kepilih lagi jadi Mentri Kelautan dan Perikanan",p
1728,"Menteri Pariwisata dan ekonomi kreatif, semangat Pa Sandiaga Uno, kita tunggu OKOCnya di bidang ekonomi kreatif.",p
1729,Selamat ya bu risma,p
1730,"Selamat berjuan Bu Risma penuh harapan dan doa dari kami Rakyat Indonesia, untuk pak Sandi Aga Uno bapak sudah berada di Jalur yang benar",p
1731,Menteri kesehatan diganti 😂 selamat dibully tentang corona😄,n
1732,"Ini bener2 mantullll .. belum apa2 gw udah optimis ... ini mentri2 para pekerja keras dan cerdas2 gk salah indonesia di pimpin mereka ... 
Selamat bekerja ...",p
1733,"Semoga apa yg menjadi pilihan bapak presiden menteri 2020 semakin berkah, harapan rakyat Indonesia menjadi negeri yg adil makmur dan sentosa yg diridhoi Allah SWT...",p
1734,Kado indah buat ibu Risma di hari Ibu...👍,p
1735,"Semoga amanah, jangan sampai ada kasus korupsi kembali dan semua polemik yg terjadi bs diselesaikan dengan baik.",p
1736,Berharap TGB menteri Agama,n
1737,Trimakasih untk bpk presiden...sya yakin bpk tdk salah pilih memilih menteri bravo buat presiden RI...,p
1738,"Masih kurang 1,mentri kelautan harusnya bu susi lgi😪",n
1739,"Selamat dan Sukses buat bu RISMA,  sbgi menteri Sosial, 
Jg Slmt buat Bang Sandiaga Uno sebagai menteri, pariwisata dan jg menteri yang lainnya Semoga Amanah dlm mnjlabkan tugsnya ..
Lupa menteri Agama Gus Yaqut...smg membawa angin segar buat kemenag khssnya..aamiin YRA",p
1740,"Setuju sandi d masukin jdi mentri, tpi kabarnya positiv covid, dah sembuhkah??",p
1741,Semoga bisa memajukan Indonesia.. Aamiin,p
1742,"Alhamdllh.. bu risma jadi mentri juga...
Semoga selalu amanah ya bu...",p
1743,Bapak sandiaga uno semangaaaat alhamdulillah,p
1744,"Sukses selalu buat channel ini. Semoga komentar ini dipin 
Yg suka video ini like 
YG cinta Al-Qur'an beri dukungan tman2",n
1745,"Weh Bu Risma jadi Mensos, insyaallah rata nih bagi² bansosnya krna beliau memang merakyat ❤️❤️❤️",p
1746,Semoga indonesia jadi lebih baek...amien,p
1747,Lengkap sudah semoga amanah dan membawa kedamaiyan selamat ber tugas para mentri baru semangaaaatt,p
1748,Yakult antek yahudi,n
1749,"Mak rismaaaa.
Jogo kesehatan,majukan NKRI sejahtera",p
1750,Alhamdulilah menteri agama nya dari NU...dan bu risma mensos nya,p
1751,Mantap Indonesia maju👍,p
1752,"Siapa pun menteri nya, 
Opung luhut tetap perdana menteri nya",n
1753,Bang sandi sukses memenangkan pilkada solo & Medan ..hemmm,p
1754,Cocok bu Risma... Sukses dan sehat selalu bu. Amanah masyarakat Indonesia berada d tanganmu bu 😘😘,p
1755,Mentri kesehatan Bukan Dokter?,n
1756,Semangat bapak menteri agama yang baru alhamdulillah.,p
1757,Alhamdulliah sandi skrq jd mntriii.. Maju terus pak sandi,p
1758,menteri baru Mensos....My favorite......selamat bekerja ibu..utk yg terbaik..jgn tergoda ya bu..amin,p
1759,"Masalahnya justru di pak lurah, ... bbrp pembantu baru buzzer@rp atau model penjilat yg jauh dr profesional",n
1760,Selamat untuk bang Sandi menjadi menteri pariwisata dan ekonomi kreatif 👍👍,p
1761,"SELAMAT BERJUANG BAPAK"" MENTRI BESERTA IBU ,SEMOGA DI TANGAN""BELIAU BISA MEMPERBAIKI KEHIDUPAN   BANGSA KITA KEDEPANNYA,SEMOGA AMANAH,AMIIN",p
1762,Semoga makin membaik,p
1763,"bu kofifah, lihat yaa..ini bukti nyata, walikota naik jadi mnteri,.. jabatan bukan sgalanya. tapi bu rismaa orang lurus",n
1764,Mantap👍,p
1765,program andalan sandi OK OC kah ?????? OMG,n
1766,Kgak nyambung menteri kesehatan 😂,n
1767,Welcome to Pak Sandiaga uno & Gus Yaqut...Semoga amanah,p
1768,hah pengumuman calon korupt+t baru🤦,n
1769,Semoga Mentri baru amanah untuk negara tercinta ini..amiin,p
1770,"Semoga Amanah mengemban tugas baru..👏👏

Inga...inga...Coblos Jokowi Maruf..
Dapat Bonus Menteri Prabowo Sandi...😁😁😁",p
1771,Mentri agama mantap👍👍,p
1772,Indonesia maju; maju anaknya & maju mantunya....... 😂😂😁,p
1773,Selamat buat mentri2 yang baru...semoga dpat menjalankn tugas dn tanggung jawabnya dgn benar..,p
1774,Smoga kedepanya NKRI menjadi lebih baik lagi,p
1775,Ha.ha.ha. masuk kolam cibong.,n
1776,Apa cuma gua yg salfok sama suara hewan,p
1777,Mudah2an semuanya bisa amanah amiiin..🤲🤲,p
1778,Alhamdulillah bu Risma,p
1779,Mentri agama tambah kacau lagi ni,n
1780,"Meskipun di pilpres mrk saling lawan, 
Tp demi kemajuan NKRI mrk msh bisa berganding bahu. Itu politik yg matang. 
Alhamdulillah",p
1781,"idola saya pak sandi dan bu risma, selamat kepada sandiaga salahudin uno semoga sukses. amin",p
1782,Semoga AMANAH ( no korup).,p
1783,"Bu Risma saingannya pak Luhut, mantap ada 2 menteri yg bisa ngerjai & ngerangkap semuanya",p
1784,Semoga menjadi para pemimpin yg ADIL...yg kelak bisa dapat Naungan di padang ma_syar,p
1785,MENSOS FAVORIT 👍👍👍👍 LIBASSSS SEMUA BU ITU BANSOS NYAMPE KE KAMPUNG2 SISA SISA,p
1786,"Alhamdulillah Bu Risma, selamat Bekerja Bu",p
1787,😂😂😂😂😂😂😂😂😂,n
1788,Ahhh ex ketua Hipmi jadi menteri...,n
1789,Semoga Gus yaqut bisa memberantas radikal,p
1790,#LocalPride 🔥🔥🔥  Sandiaga Uno,p
1791,Semoga para menteri yg baru bisa amanah. Miris kalo mentri kena korupsi. Tidak mendidik buat masa depan bangsa.,p
1792,Kenapa semua nya mengucapkan selamat??? Memang nya jd menteri itu enak y?? Semacam dpt hadiah gtu ?,n
1793,Mantaaappp semoga Indonesia maju,p
1794,semoga amanah demi nusa dan bangsa,p
1795,Anjirr keren semuaaa inii mantapp selamat bertugas,p
1796,"Yg kurang pas menurut gw cuma satu yaitu menkes wkwk, bidang nya ekonomi kok bisa jadi menkes wkwk. Tapi mudah²an ada perubahan di bidang kesehatan dan ada gebrakan baru.. Amin",n
1797,"Slamat buat menteri baru sukses selalu
Ingat jangan korupsi",p
1798,agak shock juga wishnutama kena reshuffle :(,n
1799,Wow nama saya di lupakan...nih🤣🤣🤣🤣🤣🤣🤣 sama pak jokowi...😀😀😀😀😀😀😀😀😀😀😀😀,n
1800,selamat bertugas buat bpk ibu mentri yg baru semoga amanah dan ngga ada korup lg,p
1801,Semoga selalu sehat para menteri Indonesia maju,p
1802,Semoga lebih amanah dan Indonesia maju dan damai...aminn,p
1803,Bu risma tindak tegas penyelewengan bansos dari tingkat daerah.,p
1804,Yg diganti pasti BERMASALAH kayaknya iitu,n
1805,menterikesehatan ada background kesehatan kah?,n
1806,Selamat ya #Paksandiuno,p
1807,Yakin tuh Mentri Agamanya ????? Hahahaha...,n
1808,"Semoga lebih baik, kabinet ini",p
1809,Mantap kolaborasinya indonesia maju 👍,p
1810,Selamat bang sandi,p
1811,"Si sakti gk kena reshuffle, tetep aja buyar",n
1812,Kaget bgt mentri whisnu utama kena resuffle..,n
1813,Semoga Indonesia lebih baik lagi amin,p
1814,"Si Mbah yg di sebelah krjanya apaan.Penasaran.ada yg bs jawab.
Sekedar bertanya.",p
1815,Ini yg gua tunggu2.. pak sandi jadi menteri kabinetmya pak jokowi.. alhamdulilah,p
1816,Selamat bu risma menjadi mensos yang baru semoga amanah buk,p
1817,Hayoo bangsa jangan lagi ada cebong sama kampret pak jokowi itu  baik  sekarang mari kita bersatu  jangan ada lagi perpecahan diantara kita adddehhhhh 😁😁,p
1818,Indonesia makin maju dan hebat..👏👏👏,p
1819,Bismillahirrohmanirrohim. Smg amanah ya bapak2 dan ibu.,p
1820,SOSOK MENTERI AGAMA GUS YAQUT: SIMAK SAMPAI TUNTAS: https://youtu.be/--AB23o41L0 🙏,p
1821,Semoga indonesia makin maju,p
1822,Kurang greget klw lord menko segala urusan ga kena resa fel,n
1823,"Mentri agama bagus di ganti tapi yg gantinya kynya sama saja kaya pesenan..
Gw jauh lebih dukung dari NU langsung biar lebih adem ke umat",n
1824,Wow merangkul semua...👍👍,p
1825,Semoga bpk dan ibu bisa amanh demi nkri Aamiin,p
1826,"Alhamdulillah, PK wapres masihhh ad rupanya, kirain ntahh kmana",n
1827,"Tahun kmrin Ada yg sdh deklarasi sebagai presiden & wakil presiden 
Eeh skrng 22nya jadi pembantu 😀😀",n
1828,Kadroen 😎 kejang2 😎😎😎,n
1829,ora mutu lah,n
1830,"Sandiaga Uno

Wahh panutan nih 👍👍",p
1831,Maju di apa ny pak...wong banyak yg korupsi..,n
1832,"welcome mentri baru
jujur saya lebih suka mentri Baru ini mantap.",p
1833,Begitu dong pak presiden pilih menteri org yg jelas kredibelnya...bravo p presiden,p
1834,Wadidaw Mentri agama 🤦‍♂️,p
1835,Sandi uno ama bu risma mantep nih👍,p
1836,Yang duduk disebelah bapak gak sekalian direshuffle juga pak?,n
1837,Menteri agama harus lbh tegas menghadapi ormas2 Radikal.,p
1838,kira in bu susi mau di panggil lagih...padahal dia deket ama ikan..pinter bijak salut poko nyaa...pas kalau jadi mentri lagih,n
1839,Setelah jadi mentripasti gk bikin gaduh lagi....,p
1840,Isi nya bu risma semua...love u bu risma,p
1841,"Yg pingin jadi wali kota, gubernur atau Mentri... Fokus lah berwirausaha karna kalo km punya banyak duit jalan nya lancar.... Fokus sukses berwirausaha.",p
1842,Selamat dan sukses untuk para menteri baru,p
1843,Kacau menteri agamanya si provokator pembubar pengajian sunah dan dedengkot teman dekatnya Yahudi dan Syiah. Dan beliau tidak ada basic pendidikan tinggi agama.,n
1844,"Bu risma ya baik mau jadi mentri tapi waktu mau memenjarakan IBU2 dulu sampe nangis,apakah anda masik INGAT BAIK NDAK jawabe DEWE.",p
1845,"Ancen Jooossssse kok ibuk ku siji iki, 
Bravo Bu Risma",p
1846,ini mungkin yg d sebut beli satu dpt 2,n
1847,Ini namanya baru. Persatuan saling merangkul,p
1848,"Ketua banser jadi menteri agama??
Alamat 😴😴",n
1849,Saya nyimak penggantian mentri tapi saya belum nyimak konsekwensi untuk yg koruptor,n
1850,Rismaaaaaaa love u,p
1851,Assalmualikum pak ma'ruf,p
1852,salfok sama jaketnya kayaknya bagus tuh pak. pengen dong,p
1853,"Pilihlah orang yg memang punya kapasitas untuk itu, pertanyannya kok bisa menteri kesehatan dari... Ahsudahlah",p
1854,"Buat Ibu Risma, sangat cocok sekale!!!",p
1855,"Semoga bisa menjalankan tugas dengan baik dan membawa indonesia lebih baik 
Jgan ada yg di tangkep lg KPK",p
1856,Bu risma  mmng👌👍👍👍🙏🙏🙏🙏,p
1857,Mantap  Bu Risma jd menteri sosial....,p
1858,"bu risma pilihan yang tepat,alhamdulilah",p
1859,"Woow Pak Jokowi Mentri2 nya oks2 bngts  ini Orang2 yg terkenal Teladan dibidangnya   Pak 
 Jaya n Sukses  Sllu ya  Pak",p
1860,Bu Risma ..Gus Yaqut..Pak Budi..wow the best,p
1861,Ati ati ges Bu Risma lho wkwkwk bansos ratepat sasaran Bu Risma akan bertindak,p
1862,"Tonton juga video seru di bawah ini
https://www.youtube.com/watch?v=KRsR6hi4nNM",n
1863,Semoga  lebih  amanah  menjalankan  tugas  bangsa dan negara  Indonesia  maju.,p
1864,Muga2 para pemimpin negri ini amanah dan adil dlm segala bidang krn perbuatan ada tanggung jawabnya,p
1865,"ko menteri agama nya gtu,hadeuh..
gagal satu aja menteri agama nya",n
1866,"Semoga 6 mentri yang menganti mentri yang di reshuffle bekerja dengan baik dan amanah, semoga Allah melindungi anda... 
(hanya doa yang mampu kami berikan kepada kalian)
Aamiiinnnn...",p
1867,"Sudah diumumkan
 kok
https://youtu.be/8N_y300KofY",n
1868,Semoga menteri yg diganti legowo berbesar hati tidak bergabung dalam oposisi,p
1869,Akhirnya pak sandi jadi menteri semoga makin maju indonesiaku,p
1870,ANDAIII BU SUSI JADI MENTERI LAGII:((,n
1871,Semoga para mentri baru amanah,p
1872,Mantap sekali,p
1873,Para mafia di negara Indonesia nampaknya makan tak kenyang hidup tak sehat ckckck semangat pak Jokowi Indonesia maju,p
1874,MAJALENGKA JABAR dukung Bapak Joko Widodo Amiiin Amiiin Amiiin,p
1875,Pak Sandi 👍👍,p
1876,Men  sos marah2 wkwkw,n
1877,Selamat buat bapak presiden semoga dgn perombakkan kabinet ini indonesia akan maju & jaya.aminnn.,p
1878,Aneh banget menteri kesehatannya..😳,n
1879,"Menkes nya ko bkn dari kedokteran ya, kira2 ngerti g ya sama sistem dan koordinasi bidang kesehatan.",n
1880,Astagfirullah,n
1881,Siap2 lu Nis... Gubernur Jakarta sebentar lagi bakal diambil alih sama bu Risma.,n
1882,Tarik ulur shja.. org2 sekitar situ juga kyk nya.,n
1883,"Ahaiiiii senangnya bu risma dan gus yaqut.. ikut andil dalam mengelola negaraku indonesia tercinta,.. selamat bekerja untuk para semua menteri sukses selalu buat kalian",p
1884,Selamat mengemban tugas baru.....ibu tri risma hariri...kemensos...@sandiaga uno....kemenpar...smg amanah,p
1885,"yuk cegah RUU HIP agar pemerintah tdk jd super otoriter dan menyatakan merekalah pancasila itu sendiri, simak penjelasan beliau :
https://youtu.be/dLpU15kGieI",n
1886,"Pak yakin itu meraka tidak mau
 korupsi untuq yg akn dtang....???...",n
1887,"JOKOWI: Yang ke-7 menteri kegaduhan, pasti bapak/ibu sudah tau😂",n
1888,Amanah ngeh.....,p
1889,Pokoknya yg baik dipertahankan dll..,p
1890,"selamat bekerja Bu Risma dan pak sandi ❤️
pak Mentri kesehatan PR nya udah banyak numpuk tuh pak.
semangat 💪",p
1891,"Selamat Pak Yaqut, Terima kasih telah membubarkan HTI.",p
1892,moga bpk treng gono teggas menjaga laut indonesia,p
1893,"Horeeee bu Risma jadi Mensos.Selamat bertugas Bu Risma dan Gus Yaqut jadi Menag
Selamat bertugas..sayang bu Susi Pudjiastuti gak jadi mentri KKP lagi 😢",p
1894,"Sekarang semuanya sudah guyub rukun , adem tentram demi NKRI yg ngeyel mbangkang bukan orang Indonesia  , bukan orang yang beragama , jayalah negeriku selamat' tinggal manusia"" yg selalu bikin gaduh",p
1895,gonta ganti terus...mudah mudahan amanah,p
1896,Merinding bu risma jadi mansos jos ganjos semangat,p
1897,jgn korupsi pak mentri baru....selesai kan tugas mu..dengan baik,p
1898,Nice tepat gw suka cara kerja bu risma akhirnya D angkat jdi mentri yess,p
1899,Daftarkan jijik sibab.. MENTRI KEGADUHAN,n
1900,knpa salam nya kya korea yak wkwk,n
1901,Slmt bu risma...you the best lahh....!!!,p
1902,Yang gua pratiin malah spatunya pak Sandi,n
1903,Buat salam kenal Dari lhokseumawe aceh utara tolong balik subscribe to,n
1904,Muda mudhan jadi yang terbaik untuk indunia amin,p
1905,Cuocok bu Risma jadi mensos. Stafnya pasti degdegan ini .....,p
1906,Tolong Kominfonya jg mbak Najwa :),n
1907,"Alhamdulillah Yaa Allah,Terimakasih Pak Presiden Jokowi",p
1908,"Mntap catur jokowi,,, dg bgini anies hny di back up olEh JK. Krn sandiaga uno sudah dirangkul di kabinet pemerintahan",p
1909,"Ganti trusssssss 

Kaya apa ini indonesia skrng",n
1910,Alhamdulillah,p
1911,"smoga mentri yg bisa mengembangkan amanah dr bapak Presiden Joko widodo, brawo",p
1912,"Dukung dan doakan keputusan bapak presiden 101 persen, untuk kemajuan indonesia.",p
1913,sdkit kcwa mntri klautan n prkinan bkn bu susi lg,n
1914,wakil presidennya tidak di reshuffle aja juga kah? hahaha,n
1915,Pak sandi hahahaha 🤣 sekarang jadi kubu Jokowi nih ya haha 😂,n
1916,Alhamdulillah ibu Risma menjadi Mentri Sosial semoga ibu selalu diberikan Kesehatan dan kekuatan oleh Allah Swt,p
1917,l love bu risma smg amanah y bu sby punya,p
1918,"Kabinetnya hasilnya sama saja, orang orang penipu dan munafik",n
1919,Selamat mengemban amanat NKRI... Semoga indonesia benar2 maju....,p
1920,Wkwkwk wkwkwk ini negara apa kampung.Wkwkwk wkwkwk lucu mentri gunta ganti melulu kaya batu batre,n
1921,"Coba Kecepatan 1,25 x trlihat pak jokowi lebih tegas 💪😉
Jgn yg 1.5x jadi ny tergesa2",p
1922,Maju ngutang wkwk,n
1923,S yaqub masuk kabiney.. Wkwk,p
1924,Yg ga pas menag..ngga banget..,n
1925,Biar ada pengalaman dulu nnti ketika pak sandi mau jdi calon pleciden 👍,p
1926,Yang paling saya tidak setuju mentri agamanya ...,n
1927,menteri perikanan? ibu susi mana?,n
1928,"Slamat buat mentri2 yg baru trpilih. 
Ttap bkerja jjur untuk Indonesia maju. 
Presiden ku pak jokowidodo memang is the best.",p
1929,Uno kok dijadiin mentri to pak... sekalian rizik biar musuh jadi mentri semua ...,n
1930,Wawww mantappp pak de yg bilang pak de bodo liat nih,p
1931,"gimana logikanya menteri Kesehatan dipegang oleh pengusaha??.... 
1. boleh jadi akan membrantas mafia alkes dll karna tahu seluk beluk pengusaha alkes... tapi kalo salah ... boleh jadi menambah akses mafia alkes dll krna sudah biasa dgn trik pengusaha
2. boleh jadi bisnis kesehatan sebagai sarana meningkatkan sumber devisa negara, tapi disis lain masyarakat dibebani oleh biaya kesehatan yg meningkat... ",n
1932,Bu susi pujiastuti ...,p
1933,Pak sandi ...salam dari Jawa timur .Bu Risma selamat ya .mantap,p
1934,slmt bu risma moga sukses,p
1935,yg DULU JADI LAWAN. SEKARG JDI KAWAN..!!,p
1936,"SANDIAGA UNO&BU RISMA INSYA ALLAH BISA DI PERCAYA.
4 MENTERI YANG LAIN 1000% GAGAL TOTAL.",p
1937,"Pantes allah ga mmnngkn prabowo sm sandi jdi persden
Trnyta penjilat jg",n
1938,Kaya pengumuman perangkat desa g sih.. au dah,n
1939,Setelah sekian lama baru saya liat bapak.wakil,p
1940,Knp bkn TGB aja yg jadi Mentri agama,n
1941,"Demi negara pak jokowi berpikir positif, siapapun itu klo punya potensi akan di rangkul dan di ajak bekerjasama. Pak jokowi negarawan sejati.",p
1942,"obrak abriken bu seng tukang sunat bansos,",n
1943,Hahaha....😄😄😄,n
1944,Bahagia bgt melihat orang2 luar biasa ini menjabat sbg kabinet baru Indonesia makin maju...,p
1945,Astaga ketua banser jadi mentri agama WHAT???????,n
1946,"pak cari menteri jangan dari PARTAI rawan korupsi,,... soalnya yg korupsi kebanyakan dari kader partai.",n
1947,Harusnya dr periode pertamaaaaa bapak minta tolong sm buk risma agar dibantu...tapi yo wess lah lebih baik terlambat dari pada terlambat bangettt,p
1948,Bukan maju makin ambruk kali.....,n
1949,Ba najwaaaaa terawan udh diganti niiih😁 semoga dengan menteri kesehatan yang baru covid19 bisa lebih ditangani dengan baik. Amiiiin ya rabbal alamiiin🙏🙏🙏🙏,n
1950,"waaahhh...
perjalanan FPI hrs terhenti d tangan gus yaqult ni",p
1951,"Kebesaran hati....
Capres dan Cawapres saingangnya dijadikan menteri kabinet....
Jempol pak Presiden....",p
1952,"🤣🤣🤣🤣🤣 #Maju ???
Maju Kemana ???  #KELAUT 😁😁😁😁😁",n
1953,Selamat indonesia maju,p
1954,Wow.. Wisnu utama kok bisa di geser ya,n
1955,Prabowo sandi bersatu di kabinet Presiden Jokowi sungguh hebat pilihan pak jokowi,p
1956,mentri kesehatan nya kok kaya ga nyambung ya..,n
1957,"Selamat .....ibu Risma dengan jabatan yang baru semoga amanah amin....WANI
....",p
1958,"bapak Sakti rangkap jabatan, sanggup ga ya kira kira?",n
1959,Nah Mentri ini yang akan menunju Indonesia maju.....,p
1960,"Alhamdulillah...... ditunggu aksinya Gus Yaqub berantas RADIKALISME di NKRI Gus.....
#BUBARKANFPI#INDONESIASEHAT#INDONESIABERSIH#INDONESIAMAJU#DITUNGGUAKSINYA🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩",p
1961,"Bu Tri risma harini,,  sbg mensos sangat setuju sekali,,, salah satu putri terbaik bangsa ini,, selamat ibu dan para mentri,,, semoga indonesia srmskin maju",p
1962,Sedih Bu Susu tidak jadi menteri KKP,n
1963,"berilah mereka jabatan dan kedudukan, akan muncul sifat aslinya.karna bicara memang mudah menjalankan yg susah dan berat.baik akan baik, buruk akan buruk..pak jokowi jos",p
1964,Smoga pak mentri agama dapat netralisir ormas radikal yg non toleransi dan selalu dalam lindungan Allah.,p
1965,"Kenapa mahfud gk digant?..
Lebih baik Rocy grung yg mangganti mahfud",n
1966,Mantulll deh klo bansos yg pegang bu tri... smoga rakyat smuanya sejahtera ya Allah.,p
1967,Hore Menteri Agama diganti,p
1968,"Waktu rebutan, semua rakyat berkorban mati Matian..saling bela.tp skrg bersatu.. ada yg sedih...",n
